title,make,model,year,condition,transmission,price
Toyota Corolla 2015 Blue,Toyota,Corolla,2015,local used,automatic,"₦ 9,600,000"
Toyota HiAce 2011,Toyota,HiAce,2011,local used,manual,"₦ 12,000,000"
Mercedes-Benz E230 2002 Gray,Mercedes-Benz,E230,2002,local used,manual,"₦ 4,900,000"
Lexus ES 2013 Gray,Lexus,ES,2013,local used,automatic,"₦ 14,000,000"
Toyota Venza 2012 Gray,Toyota,Venza,2012,local used,automatic,"₦ 11,100,000"
New Lexus LX 2024 Black,New,Lexus LX,2024,brand new,automatic,"₦ 306,000,000"
Hyundai Sonata Limited 2018 Red,Hyundai,Sonata Limited,2018,foreign used,automatic,"₦ 15,800,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2012 Black,Toyota,Camry LE,2012,local used,automatic,"₦ 10,600,000"
Mercedes-Benz GLK-Class 350 4MATIC 2010 White,Mercedes-Benz,GLK-Class 350,2010,local used,automatic,"₦ 11,600,000"
Lexus ES 350 FWD 2017 Gray,Lexus,ES 350,2017,foreign used,automatic,"₦ 25,500,000"
Toyota Camry 2010 Blue,Toyota,Camry,2010,foreign used,automatic,"₦ 7,000,000"
Lexus RX 2013 Red,Lexus,RX,2013,foreign used,automatic,"₦ 23,500,000"
Honda Accord 2005 Gray,Honda,Accord,2005,local used,automatic,"₦ 2,200,000"
Honda Accord Sedan EX-L Automatic 2007 Black,Honda,Accord Sedan,2007,local used,automatic,"₦ 3,200,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2014,Mercedes-Benz,M Class,2014,foreign used,automatic,"₦ 27,500,000"
Ford F-150 2009 Ivory,Ford,F-150,2009,local used,automatic,"₦ 15,000,000"
Toyota Avalon 2007 Gray,Toyota,Avalon,2007,local used,automatic,"₦ 4,800,000"
Lexus ES 350 2008 Gold,Lexus,ES 350,2008,foreign used,automatic,"₦ 9,500,000"
Kia Forte 2013 White,Kia,Forte,2013,foreign used,automatic,"₦ 9,800,000"
Toyota Land Cruiser Prado 2018 Black,Toyota,Land Cruiser,2018,local used,automatic,"₦ 48,999,999"
Toyota Camry 2009 Silver,Toyota,Camry,2009,foreign used,automatic,"₦ 6,700,000"
Toyota Avalon 2010 Silver,Toyota,Avalon,2010,local used,automatic,"₦ 5,100,000"
Toyota Corolla 2006 Blue,Toyota,Corolla,2006,local used,automatic,"₦ 4,900,000"
Honda Civic 2008 Silver,Honda,Civic,2008,local used,automatic,"₦ 3,999,999"
Mercedes-Benz GLK-Class 2014 Gray,Mercedes-Benz,GLK-Class,2014,local used,automatic,"₦ 14,500,000"
Toyota Corolla SE 2024 White,Toyota,Corolla SE,2024,foreign used,automatic,"₦ 26,500,000"
Mercedes-Benz VS680L Maybach 2019 Black,Mercedes-Benz,VS680L Maybach,2019,local used,automatic,"₦ 28,000,000"
Toyota Avalon 2015 Gray,Toyota,Avalon,2015,foreign used,automatic,"₦ 17,800,000"
Honda Pilot 2007 Silver,Honda,Pilot,2007,local used,automatic,"₦ 4,700,000"
Honda Accord EX CVT 2024 Gray,Honda,Accord EX,2024,foreign used,automatic,"₦ 39,000,000"
Toyota Land Cruiser Prado 4.0 Petrol TX-L 2021 Black,Toyota,Land Cruiser,2021,local used,automatic,"₦ 66,500,000"
Toyota Sienna XLE 2002 Silver,Toyota,Sienna XLE,2002,local used,automatic,"₦ 3,800,000"
Jaguar XF 2014 Red,Jaguar,XF,2014,local used,automatic,"₦ 11,000,000"
Honda Accord 2007 Silver,Honda,Accord,2007,local used,automatic,"₦ 3,900,000"
New Jetour T2 2025 Black,New,Jetour T2,2025,brand new,automatic,"₦ 96,500,000"
Land Rover Range Rover Vogue 2023 Black,Land,Rover Range,2023,foreign used,automatic,"₦ 257,500,000"
Hyundai Sonata Limited 2.0T Sedan (2.0L 4cyl 6A) 2011 Black,Hyundai,Sonata Limited,2011,local used,automatic,"₦ 6,900,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2018 Black,Mercedes-Benz,GLE-Class AMG,2018,foreign used,automatic,"₦ 50,000,000"
New Toyota Hilux 2025 White,New,Toyota Hilux,2025,brand new,automatic,"₦ 100,000,000"
Lexus IS 250 2014 Silver,Lexus,IS 250,2014,foreign used,automatic,"₦ 18,000,000"
Toyota Corolla LE Premium 4dr Sedan (1.8L 4cyl CVT) 2014 Black,Toyota,Corolla LE,2014,foreign used,automatic,"₦ 12,500,000"
Nissan Murano SL AWD 2020 Gray,Nissan,Murano SL,2020,foreign used,automatic,"₦ 22,000,000"
Mercedes-Benz GLE-Class GLE 350 2017 Silver,Mercedes-Benz,GLE-Class GLE,2017,foreign used,automatic,"₦ 37,000,000"
Toyota RAV4 2021 Black,Toyota,RAV4,2021,foreign used,automatic,"₦ 36,000,000"
BMW 7 Series 730Li 2016 Black,BMW,7 Series,2016,foreign used,automatic,"₦ 35,000,000"
Toyota Camry 2009 Green,Toyota,Camry,2009,local used,automatic,"₦ 4,600,000"
Toyota Corolla 2016 Black,Toyota,Corolla,2016,foreign used,automatic,"₦ 14,000,000"
Honda Accord 2009 Black,Honda,Accord,2009,local used,automatic,"₦ 3,950,000"
Mercedes-Benz GL-Class 2013 Gray,Mercedes-Benz,GL-Class,2013,local used,automatic,"₦ 15,000,000"
Mercedes-Benz M Class ML 350 4Matic 2012 Blue,Mercedes-Benz,M Class,2012,foreign used,automatic,"₦ 25,750,000"
Mini Clubman Cooper 2014 Black,Mini,Clubman Cooper,2014,foreign used,automatic,"₦ 12,500,000"
New Toyota Camry 2024 Black,New,Toyota Camry,2024,brand new,automatic,"₦ 83,000,000"
Toyota Hilux 2020 Black,Toyota,Hilux,2020,local used,automatic,"₦ 49,900,000"
Toyota Sienna 2008 Green,Toyota,Sienna,2008,foreign used,automatic,"₦ 5,950,000"
Lexus RX 2013 White,Lexus,RX,2013,foreign used,automatic,"₦ 21,500,000"
Lexus RX 2015 White,Lexus,RX,2015,foreign used,automatic,"₦ 24,500,000"
Mercedes-Benz Sprinter 2013 Black,Mercedes-Benz,Sprinter,2013,local used,automatic,"₦ 20,000,000"
Toyota Highlander 2002 Silver,Toyota,Highlander,2002,local used,automatic,"₦ 4,300,000"
Toyota Sienna 2005 Blue,Toyota,Sienna,2005,local used,automatic,"₦ 6,900,000"
Lexus ES 350 2008 Gray,Lexus,ES 350,2008,foreign used,automatic,"₦ 10,200,000"
Mitsubishi Pajero V80 3.8 V6 GLS 2015 Gray,Mitsubishi,Pajero V80,2015,local used,automatic,"₦ 13,850,000"
Land Rover Range Rover Vogue 2012 Black,Land,Rover Range,2012,local used,automatic,"₦ 23,500,000"
Toyota Highlander Limited AWD 2024 Blue,Toyota,Highlander Limited,2024,foreign used,automatic,"₦ 91,500,000"
Mercedes-Benz G-Class G63 AMG 4dr SUV 4WD (5.5L 8cyl Turbo 7A) 2014,Mercedes-Benz,G-Class G63,2014,local used,automatic,"₦ 67,500,000"
BMW 320i 2011 Blue,BMW,320i,2011,local used,automatic,"₦ 6,200,000"
New Toyota Hilux 2025 White,New,Toyota Hilux,2025,brand new,automatic,"₦ 123,000,000"
Pontiac Vibe 2006 Red,Pontiac,Vibe,2006,local used,automatic,"₦ 4,150,000"
Toyota Sienna LE AWD (3.3L V6 5A) 2004 Silver,Toyota,Sienna LE,2004,local used,automatic,"₦ 5,500,000"
Toyota Land Cruiser 2021 Black,Toyota,Land Cruiser,2021,local used,automatic,"₦ 25,000,000"
Kia Sportage 2012 Gold,Kia,Sportage,2012,local used,automatic,"₦ 7,700,000"
Toyota Land Cruiser 5.7 V8 VXR 2019 Black,Toyota,Land Cruiser,2019,local used,automatic,"₦ 92,500,000"
Toyota Hilux 2023 Gray,Toyota,Hilux,2023,foreign used,automatic,"₦ 65,500,000"
JAC T6 2015 White,JAC,T6,2015,foreign used,automatic,"₦ 15,500,000"
Toyota Camry 2001,Toyota,Camry,2001,local used,automatic,"₦ 2,200,000"
Honda Pilot 2009 Gray,Honda,Pilot,2009,local used,automatic,"₦ 6,500,000"
Honda Accord 2008 Gray,Honda,Accord,2008,local used,automatic,"₦ 4,950,000"
Toyota Highlander 2019 Blue,Toyota,Highlander,2019,foreign used,automatic,"₦ 36,500,000"
Toyota Corolla 2014 Blue,Toyota,Corolla,2014,foreign used,automatic,"₦ 10,500,000"
Toyota Highlander 2020 Gray,Toyota,Highlander,2020,local used,automatic,"₦ 39,500,000"
Mercedes-Benz GLC-Class 2016 White,Mercedes-Benz,GLC-Class,2016,foreign used,automatic,"₦ 26,300,000"
Acura TL SH-AWD Automatic Tech Package 2011 Gray,Acura,TL SH-AWD,2011,foreign used,automatic,"₦ 9,300,000"
Toyota Camry SE Sport 4dr Sedan w/Prod. End 11/13 (2.5L 4cyl 6A) 2014 Black,Toyota,Camry SE,2014,local used,automatic,"₦ 10,300,000"
Toyota Hilux Revo Double Cab Petrol 2.7 AWD 2020 White,Toyota,Hilux Revo,2020,local used,automatic,"₦ 46,700,000"
Ford Edge Sport 4dr SUV (2.7L 6cyl Turbo 6A) 2015 Red,Ford,Edge Sport,2015,foreign used,automatic,"₦ 14,000,000"
Toyota Camry LE FWD (2.5L 4cyl 8AM) 2018 Gray,Toyota,Camry LE,2018,foreign used,automatic,"₦ 30,000,000"
New Mercedes-Benz G-Class G63 AMG Brabus G700 2025 Black,New,Mercedes-Benz G-Class,2025,brand new,automatic,"₦ 500,000,000"
New Toyota Land Cruiser Prado 2.8 2023 Black,New,Toyota Land,2023,brand new,automatic,"₦ 115,000,000"
Toyota Highlander XLE 4dr SUV (3.5L 6cyl 6A) 2015 Black,Toyota,Highlander XLE,2015,foreign used,automatic,"₦ 29,500,000"
Toyota Highlander Limited 2019 White,Toyota,Highlander Limited,2019,foreign used,automatic,"₦ 37,000,000"
Honda CR-V EX 4dr SUV AWD (2.4L 4cyl CVT) 2016 Blue,Honda,CR-V EX,2016,foreign used,automatic,"₦ 22,000,000"
Toyota Corolla 2010 Black,Toyota,Corolla,2010,local used,automatic,"₦ 8,200,000"
Mercedes-Benz G-Class G63 AMG Brabus G700 2025 Black,Mercedes-Benz,G-Class G63,2025,foreign used,automatic,"₦ 498,000,000"
Toyota Matrix S Hatchback AWD (2.4L 4cyl 4A) 2009 Blue,Toyota,Matrix S,2009,local used,automatic,"₦ 5,900,000"
Toyota Corolla SE 4dr Sedan (1.8L 4cyl CVT) 2017 White,Toyota,Corolla SE,2017,foreign used,automatic,"₦ 17,500,000"
Toyota Sequoia Limited 4dr SUV 4WD (5.7L 8cyl 6A) 2014 Silver,Toyota,Sequoia Limited,2014,foreign used,automatic,"₦ 29,500,000"
Toyota Sienna LE 7 Passenger 2012 White,Toyota,Sienna LE,2012,foreign used,automatic,"₦ 13,950,000"
Toyota Venza Limited 2009 Silver,Toyota,Venza Limited,2009,foreign used,automatic,"₦ 14,950,000"
Toyota Land Cruiser Prado 2015 Black,Toyota,Land Cruiser,2015,foreign used,automatic,"₦ 58,000,000"
Toyota Sienna 2012 Silver,Toyota,Sienna,2012,foreign used,automatic,"₦ 11,900,000"
Toyota Avalon XLE FWDSedan (3.6L 6cyl 6A) 2016 Burgundy,Toyota,Avalon XLE,2016,foreign used,automatic,"₦ 19,000,000"
Toyota Land Cruiser 2014 Black,Toyota,Land Cruiser,2014,local used,automatic,"₦ 35,400,000"
Honda CR-V 2013 Gray,Honda,CR-V,2013,local used,automatic,"₦ 11,200,000"
Lexus ES 2016 Red,Lexus,ES,2016,foreign used,automatic,"₦ 22,000,000"
Toyota Sienna 2012 Black,Toyota,Sienna,2012,local used,automatic,"₦ 11,200,000"
Toyota Venza 2011 White,Toyota,Venza,2011,foreign used,automatic,"₦ 15,500,000"
Toyota Highlander 2004 Silver,Toyota,Highlander,2004,local used,automatic,"₦ 4,900,000"
Lexus ES 350 2008 Black,Lexus,ES 350,2008,local used,automatic,"₦ 7,700,000"
Chevrolet Malibu LS w/1LS 2017 Gray,Chevrolet,Malibu LS,2017,foreign used,automatic,"₦ 9,500,000"
Toyota Land Cruiser 4.5 V8 GXR 2018 Black,Toyota,Land Cruiser,2018,local used,automatic,"₦ 78,000,000"
Hyundai Sonata Limited 2020 White,Hyundai,Sonata Limited,2020,foreign used,automatic,"₦ 29,000,000"
Toyota RAV4 2015 Gray,Toyota,RAV4,2015,foreign used,automatic,"₦ 14,200,000"
Mercedes-Benz G-Class 2021 Black,Mercedes-Benz,G-Class,2021,local used,automatic,"₦ 199,000,000"
Lexus RX 350 F SPORT AWD 2013 Burgundy,Lexus,RX 350,2013,foreign used,automatic,"₦ 24,500,000"
Lexus IS 350 2012 Red,Lexus,IS 350,2012,foreign used,automatic,"₦ 12,800,000"
Toyota Highlander 2015 White,Toyota,Highlander,2015,foreign used,automatic,"₦ 26,500,000"
Toyota Land Cruiser Prado 4.0 Petrol TX 2012 Black,Toyota,Land Cruiser,2012,foreign used,automatic,"₦ 45,000,000"
Lexus ES 2017 Black,Lexus,ES,2017,foreign used,automatic,"₦ 20,700,000"
Honda Civic 2020 White,Honda,Civic,2020,foreign used,automatic,"₦ 22,000,000"
Nissan Almera 2015 Black,Nissan,Almera,2015,local used,automatic,"₦ 3,200,000"
Peugeot 206 2005 Blue,Peugeot,206,2005,local used,manual,"₦ 1,980,000"
Lexus RX 2008,Lexus,RX,2008,local used,automatic,"₦ 8,900,000"
New Toyota Land Cruiser 2025 Black,New,Toyota Land,2025,brand new,automatic,"₦ 245,000,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl CVT) 2017 Gray,Toyota,Corolla LE,2017,foreign used,automatic,"₦ 14,950,000"
Honda Pilot EX-L 4dr SUV 4WD (3.5L 6cyl 5A) 2011 Black,Honda,Pilot EX-L,2011,foreign used,automatic,"₦ 14,600,000"
Mercedes-Benz GLC-Class 2017 Gray,Mercedes-Benz,GLC-Class,2017,foreign used,automatic,"₦ 52,000,000"
Toyota Venza XLE 4dr Wagon (2.7L 4cyl 6A) 2015 Gray,Toyota,Venza XLE,2015,foreign used,automatic,"₦ 24,046,875"
Lexus GX 460 Luxury 2015 Black,Lexus,GX 460,2015,local used,automatic,"₦ 39,000,000"
Lexus ES 2006 Gold,Lexus,ES,2006,local used,automatic,"₦ 6,000,000"
Toyota Corolla 2020 Red,Toyota,Corolla,2020,foreign used,automatic,"₦ 21,500,000"
Honda Pilot 2004 Gray,Honda,Pilot,2004,local used,automatic,"₦ 4,200,000"
Land Rover Range Rover Evoque 2016 Blue,Land,Rover Range,2016,local used,automatic,"₦ 10,200,000"
Toyota Corolla 2015 Black,Toyota,Corolla,2015,local used,automatic,"₦ 7,912,000"
Toyota Sienna 2005 Blue,Toyota,Sienna,2005,foreign used,automatic,"₦ 5,500,000"
Honda Accord 2012,Honda,Accord,2012,local used,automatic,"₦ 4,800,000"
Mercedes-Benz GLE-Class 2016 Silver,Mercedes-Benz,GLE-Class,2016,foreign used,automatic,"₦ 69,000,000"
Infiniti QX60 2015 Silver,Infiniti,QX60,2015,local used,automatic,"₦ 10,000,000"
Nissan Sentra 2015,Nissan,Sentra,2015,foreign used,automatic,"₦ 11,000,000"
Lexus RX 2001 Off white,Lexus,RX,2001,foreign used,automatic,"₦ 4,000,000"
Lexus RX 2001 White,Lexus,RX,2001,local used,automatic,"₦ 4,400,000"
New Toyota Starlet 2025 Black,New,Toyota Starlet,2025,brand new,automatic,"₦ 52,000,000"
Ford Explorer XLT 4dr 4x4 (3.5L 6cyl 6A) 2012 Black,Ford,Explorer XLT,2012,local used,automatic,"₦ 10,800,000"
Toyota Land Cruiser Prado 2.7 i 2012 Black,Toyota,Land Cruiser,2012,local used,automatic,"₦ 18,000,000"
Mercedes-Benz GLK-Class 350 4MATIC 2012 Black,Mercedes-Benz,GLK-Class 350,2012,local used,automatic,"₦ 11,700,000"
Hyundai Veloster Turbo 2013 Brown,Hyundai,Veloster Turbo,2013,local used,automatic,"₦ 5,700,000"
Mercedes-Benz GLS-Class GLS450 4MATIC 2018 Black,Mercedes-Benz,GLS-Class GLS450,2018,foreign used,automatic,"₦ 50,000,000"
Lexus GX 460 Luxury 2017 Black,Lexus,GX 460,2017,foreign used,automatic,"₦ 48,000,000"
Toyota Avalon Touring 2020 Silver,Toyota,Avalon Touring,2020,foreign used,automatic,"₦ 31,000,000"
Toyota Camry 2008 Gray,Toyota,Camry,2008,foreign used,automatic,"₦ 9,800,000"
Changan CS55 Plus 1.5 Petrol FWD 2023 Gray,Changan,CS55 Plus,2023,local used,automatic,"₦ 28,000,000"
Lexus RX 2013 Blue,Lexus,RX,2013,foreign used,automatic,"₦ 15,500,000"
Toyota RAV4 2010 Black,Toyota,RAV4,2010,foreign used,automatic,"₦ 12,800,000"
Honda Ridgeline 2010 Blue,Honda,Ridgeline,2010,foreign used,automatic,"₦ 13,500,000"
Ford Edge Titanium AWD 2018 Black,Ford,Edge Titanium,2018,local used,automatic,"₦ 18,200,000"
Toyota Land Cruiser 4.0 V6 GXR 2019 Black,Toyota,Land Cruiser,2019,foreign used,automatic,"₦ 75,000,000"
Mercedes-Benz M Class ML 350 4Matic 2013 Black,Mercedes-Benz,M Class,2013,foreign used,automatic,"₦ 25,800,000"
New Mercedes-Benz G-Class 2025 Black,New,Mercedes-Benz G-Class,2025,brand new,automatic,"₦ 850,000,000"
Lexus RX 350 2010 White,Lexus,RX 350,2010,local used,automatic,"₦ 10,480,000"
Lexus RX 350 F Sport AWD 2015 White,Lexus,RX 350,2015,foreign used,automatic,"₦ 28,500,000"
Toyota Highlander XLE V6 4x4 (3.5L 6cyl 6A) 2016 Blue,Toyota,Highlander XLE,2016,foreign used,automatic,"₦ 27,000,000"
Toyota Hilux SR 4x4 2014 White,Toyota,Hilux SR,2014,local used,automatic,"₦ 28,000,000"
Nissan Pathfinder 2014 Blue,Nissan,Pathfinder,2014,local used,automatic,"₦ 6,500,000"
Toyota Camry 2013 Gray,Toyota,Camry,2013,foreign used,automatic,"₦ 12,000,000"
Lexus RX 350 AWD 2014 Burgundy,Lexus,RX 350,2014,foreign used,automatic,"₦ 27,500,000"
Mercedes-Benz C300 Base 4Matic Sedan AWD (2.0L 4cyl 7A) 2016 White,Mercedes-Benz,C300 Base,2016,foreign used,automatic,"₦ 21,500,000"
Toyota Camry 2007 Red,Toyota,Camry,2007,local used,automatic,"₦ 9,000,000"
Mercedes-Benz G-Class 2015 Black,Mercedes-Benz,G-Class,2015,local used,automatic,"₦ 64,300,000"
Toyota RAV4 2008 Red,Toyota,RAV4,2008,local used,automatic,"₦ 6,900,000"
Toyota Camry 2005 Gold,Toyota,Camry,2005,local used,automatic,"₦ 5,000,000"
Honda Accord 2009 Blue,Honda,Accord,2009,local used,automatic,"₦ 4,600,000"
Toyota Highlander 3.5L 4WD 2013 Black,Toyota,Highlander 3,2013,foreign used,automatic,"₦ 20,100,000"
Toyota Corolla XLE 2020 Silver,Toyota,Corolla XLE,2020,foreign used,automatic,"₦ 22,000,000"
Toyota Camry 2008 Silver,Toyota,Camry,2008,foreign used,automatic,"₦ 8,000,000"
Land Rover Range Rover Vogue 2019 Black,Land,Rover Range,2019,local used,automatic,"₦ 64,500,000"
New Toyota Land Cruiser Prado 2024 Black,New,Toyota Land,2024,brand new,automatic,"₦ 135,850,000"
Lexus RX 350 2011 Silver,Lexus,RX 350,2011,foreign used,automatic,"₦ 19,000,000"
Toyota Land Cruiser Prado 2020 Black,Toyota,Land Cruiser,2020,local used,automatic,"₦ 27,000,000"
Honda CR-V 2017 Black,Honda,CR-V,2017,local used,automatic,"₦ 24,950,000"
Toyota RAV4 2008 Silver,Toyota,RAV4,2008,local used,automatic,"₦ 7,300,000"
Toyota Fortuner 2023 Black,Toyota,Fortuner,2023,foreign used,automatic,"₦ 63,500,000"
Nissan Altima 2019 Silver,Nissan,Altima,2019,foreign used,automatic,"₦ 17,200,000"
Honda Accord 2010 Burgundy,Honda,Accord,2010,local used,automatic,"₦ 4,600,000"
Lexus RX 2005 Black,Lexus,RX,2005,local used,automatic,"₦ 7,600,000"
Toyota Corolla 2005 Gray,Toyota,Corolla,2005,local used,automatic,"₦ 4,600,000"
Toyota Solara 2005 Black,Toyota,Solara,2005,local used,automatic,"₦ 2,600,000"
Toyota Highlander Limited 4x4 2009 Black,Toyota,Highlander Limited,2009,local used,automatic,"₦ 9,850,000"
Land Rover Range Rover Vogue 2023 Black,Land,Rover Range,2023,foreign used,automatic,"₦ 348,000,000"
Lexus ES 350 2007 Gold,Lexus,ES 350,2007,local used,automatic,"₦ 7,850,000"
Mercedes-Benz GLK-Class 350 4MATIC 2011 Gray,Mercedes-Benz,GLK-Class 350,2011,local used,automatic,"₦ 11,600,000"
Mercedes-Benz GLE-Class GLE 350 2016 Silver,Mercedes-Benz,GLE-Class GLE,2016,foreign used,automatic,"₦ 34,000,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2013 Burgundy,Toyota,Camry LE,2013,local used,automatic,"₦ 9,900,000"
Lexus ES 350 FWD 2014 White,Lexus,ES 350,2014,foreign used,automatic,"₦ 23,000,000"
Toyota Hilux 2019 White,Toyota,Hilux,2019,foreign used,manual,"₦ 34,900,000"
Lexus ES 350 2009 Silver,Lexus,ES 350,2009,foreign used,automatic,"₦ 12,500,000"
Lexus RX 2005 Silver,Lexus,RX,2005,local used,automatic,"₦ 4,000,000"
Toyota Corolla 2006 Black,Toyota,Corolla,2006,local used,automatic,"₦ 4,900,000"
Toyota Camry 2008 Gray,Toyota,Camry,2008,local used,automatic,"₦ 6,500,000"
Toyota Highlander 2005 Silver,Toyota,Highlander,2005,foreign used,automatic,"₦ 10,500,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2014,Mercedes-Benz,M Class,2014,local used,automatic,"₦ 16,999,999"
Mercedes-Benz C300 Sport 4dr AWD 4Matic Sedan (2.0L 4cyl 7A) 2015 Blue,Mercedes-Benz,C300 Sport,2015,local used,automatic,"₦ 14,300,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2015 Black,Toyota,Camry LE,2015,local used,automatic,"₦ 12,200,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 4A) 2004 Silver,Toyota,Camry LE,2004,local used,automatic,"₦ 3,900,000"
Toyota Tacoma TRD Sport 2017 Gray,Toyota,Tacoma TRD,2017,local used,automatic,"₦ 42,000,000"
Mazda 6 2006 Silver,Mazda,6,2006,local used,manual,"₦ 3,200,000"
Toyota Corolla 2006 Red,Toyota,Corolla,2006,local used,automatic,"₦ 4,500,000"
Toyota Corolla 2010 Silver,Toyota,Corolla,2010,foreign used,automatic,"₦ 10,200,000"
Lexus ES 2015 Blue,Lexus,ES,2015,foreign used,automatic,"₦ 21,000,000"
Lexus RX 2015 Black,Lexus,RX,2015,foreign used,automatic,"₦ 34,171,875"
Toyota Camry 2010 Silver,Toyota,Camry,2010,local used,automatic,"₦ 6,800,000"
Mercedes-Benz CLA-Class CLA 250 4MATIC Sedan 2016 Gray,Mercedes-Benz,CLA-Class CLA,2016,foreign used,automatic,"₦ 15,400,000"
Toyota Land Cruiser Prado 4.0 i 2012 Black,Toyota,Land Cruiser,2012,local used,automatic,"₦ 20,500,000"
Nissan Maxima 3.5 SV 4dr Sedan (3.5L 6cyl CVT) 2014 Black,Nissan,Maxima 3,2014,local used,automatic,"₦ 5,500,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2010 White,Toyota,Corolla LE,2010,local used,automatic,"₦ 7,800,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl CVT) 2014 Red,Toyota,Corolla LE,2014,local used,automatic,"₦ 9,800,000"
Land Rover Range Rover Sport 2023 White,Land,Rover Range,2023,foreign used,automatic,"₦ 250,593,750"
Toyota Hilux 2021 Gray,Toyota,Hilux,2021,foreign used,automatic,"₦ 58,400,000"
Toyota Corolla 2005 Black,Toyota,Corolla,2005,local used,automatic,"₦ 4,500,000"
Toyota Camry 2009 Black,Toyota,Camry,2009,local used,automatic,"₦ 6,200,000"
Toyota Camry 2016 Silver,Toyota,Camry,2016,local used,automatic,"₦ 11,700,000"
Toyota Matrix 2006 Black,Toyota,Matrix,2006,local used,automatic,"₦ 5,150,000"
Mercedes-Benz C300 2015 Blue,Mercedes-Benz,C300,2015,foreign used,automatic,"₦ 19,500,000"
Toyota Highlander SE 2019 Black,Toyota,Highlander SE,2019,foreign used,automatic,"₦ 39,500,000"
Toyota Hilux 2024 Black,Toyota,Hilux,2024,local used,automatic,"₦ 76,500,000"
Acura RDX 4dr SUV AWD (3.5L 6cyl 6A) 2014 Black,Acura,RDX 4dr,2014,local used,automatic,"₦ 9,800,000"
Lexus GX 470 2009 Gray,Lexus,GX 470,2009,local used,automatic,"₦ 9,600,000"
Hyundai Sonata SE 2.0T Sedan FWD (2.0L 4cyl 6A) 2011 White,Hyundai,Sonata SE,2011,foreign used,automatic,"₦ 8,428,000"
Ford Escape XLS 4x4 2004 Gray,Ford,Escape XLS,2004,local used,automatic,"₦ 2,450,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2012 Gold,Toyota,Camry LE,2012,foreign used,automatic,"₦ 12,850,000"
Lexus ES 350 FWD 2015 Blue,Lexus,ES 350,2015,foreign used,automatic,"₦ 23,000,000"
Hyundai Santa Fe Limited 4dr SUV AWD (3.3L 6cyl 6A) 2014 Silver,Hyundai,Santa Fe,2014,local used,automatic,"₦ 13,500,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2012 Black,Toyota,Camry XLE,2012,foreign used,automatic,"₦ 15,000,000"
Toyota Camry 2013 Black,Toyota,Camry,2013,local used,automatic,"₦ 8,750,000"
Ford Ranger Wildtrak 2013 Black,Ford,Ranger Wildtrak,2013,local used,automatic,"₦ 13,900,000"
Toyota Corolla LE Premium 4dr Sedan (1.8L 4cyl CVT) 2016 Black,Toyota,Corolla LE,2016,local used,automatic,"₦ 10,000,000"
Toyota Camry 2002 Gold,Toyota,Camry,2002,local used,automatic,"₦ 2,500,000"
Toyota Camry 2010 Green,Toyota,Camry,2010,local used,automatic,"₦ 6,500,000"
